"Catalog #","Accession #","Class 1","Kingdom","Phylum/Division","Class","Order","Family","Sci. Name:Genus","Sci. Name:Species","Common Name","TSN","Collection #","Item Count","Quantity","Storage Unit","Description","Dimens/Weight","Collector","Collection Date","Condition","Condition Desc","Study #","Other Numbers","Cataloger","Catalog Date","Identified By","Ident Date","Repro Method","Locality","Unit","State","Reference Datum","Watrbody/Drain:Waterbody","Watrbody/Drain:Drainage","UTM Z/E/N","Lat LongN/W","Elevation","Depth","Depos Environ","Habitat/Comm","Habitat","Slope","Aspect","Soil Type","For/Per/Sub","Assoc Spec","Type Specimen","Threat/Endang","T/E Date","Rare","Exotic/Native","Age","Sex","NOTES","Field Season","Ctrl Prop","Location","Object Status","Status Date","Catalog Folder","Maint. Cycle"
"BELA   56211","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","arbuscula","","","20235","1.00","0.00","EA","Cladina arbuscula ; Lichen specimen","","Peter Neitlich","8/13/2000","COM/EX","","","GUID:UAMb:Herb:56400; ALAAC#L24363; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946146","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/13/2000","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.44219/-163.46541","","","","","","","","","","","","","","","","","","","2000","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56212","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","squamosa","","189968","20254","1.00","0.00","EA","Cladonia squamosa ; Lichen specimen","","Peter Neitlich","8/13/2000","COM/EX","","","GUID:UAMb:Herb:56402; ALAAC#L24373; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946146","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/13/2000","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.44219/-163.46541","","","","","","","","","","","","","","","","","","","2000","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56213","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","stygia","","","20242","1.00","0.00","EA","Cladina stygia ; Lichen specimen","","Peter Neitlich","8/13/2000","COM/EX","","","GUID:UAMb:Herb:56403; ALAAC#L24368; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946146","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/13/2000","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.44219/-163.46541","","","","","","","","","","","","","","","","","","","2000","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56214","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","uncialis","","189989","20264","1.00","0.00","EA","Cladonia uncialis ; Lichen specimen","","Peter Neitlich","8/13/2000","COM/EX","","","GUID:UAMb:Herb:56404; ALAAC#L31038; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946143","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/13/2000","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.33863/-163.3376","","","","","","","","","","","","","","","","","","","2000","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56215","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","coccifera","","189871","3192","1.00","0.00","EA","Cladonia coccifera ; Lichen specimen","","Peter Neitlich","7/1/2001","COM/EX","","","GUID:UAMb:Herb:56409; ALAAC#L27294; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946147","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/1/2001","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.52017/-163.53413","125 m","","","","","","","","","","","","","","","","","","2001","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56216","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","arbuscula","","","3193","1.00","0.00","EA","Cladina arbuscula ; Lichen specimen","","Peter Neitlich","7/1/2001","COM/EX","","","GUID:UAMb:Herb:56405; ALAAC#L27295; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946147","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/1/2001","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.52017/-163.53413","125 m","","","","","","","","","","","","","","","","","","2001","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56217","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","macrophylla","","189923","3194","1.00","0.00","EA","Cladonia macrophylla ; Lichen specimen","","Peter Neitlich","7/1/2001","COM/EX","","","GUID:UAMb:Herb:56406; ALAAC#L27296; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946147","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/1/2001","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.52017/-163.53413","125 m","","","","","","","","","","","","","","","","","","2001","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56218","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Cetraria","nigricans","","190624","20228","1.00","0.00","EA","Cetraria nigricans ; Lichen specimen","","Peter Neitlich","8/15/2001","COM/EX","","","GUID:UAMb:Herb:56407; ALAAC#L24358; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946148","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/15/2001","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.51183/-163.38339","","","","","","","","","","","","","","","","","","","2001","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56219","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","uncialis","","189989","20263","1.00","0.00","EA","Cladonia uncialis ; Lichen specimen","","Peter Neitlich","8/15/2001","COM/EX","","","GUID:UAMb:Herb:56408; ALAAC#L24378; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946149","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/15/2001","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.57865/-163.57498","","","","","","","","","","","","","","","","","","","2001","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56220","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Dactylina","beringica","","190652","20269","1.00","0.00","EA","Dactylina beringica ; Lichen specimen","","Peter Neitlich","8/15/2001","COM/EX","","","GUID:UAMb:Herb:56410; ALAAC#L24381; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946148","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/15/2001","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.51183/-163.38339","","","","","","","","","","","","","","","","","","","2001","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56221","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Icmadophilaceae","Thamnolia","subuliformis","","192029","20273","1.00","0.00","EA","Thamnolia subuliformis ; Lichen specimen","","Peter Neitlich","8/15/2001","COM/EX","","","GUID:UAMb:Herb:56411; ALAAC#L24386; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946148","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/15/2001","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.51183/-163.38339","","","","","","","","","","","","","","","","","","","2001","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56222","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","arbuscula","","","20237","1.00","0.00","EA","Cladina arbuscula ; Lichen specimen","","Peter Neitlich","8/15/2001","COM/EX","","","GUID:UAMb:Herb:56530; ALAAC#L24364; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946149","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/15/2001","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.57865/-163.57498","","","","","","","","","","","","","","","","","","","2001","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56223","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","arbuscula","","","20238","1.00","0.00","EA","Cladina arbuscula ; Lichen specimen","","Peter Neitlich","8/15/2001","COM/EX","","","GUID:UAMb:Herb:56526; ALAAC#L24365; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946161","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/15/2001","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.90649/-163.88509","","","","","","","","","","","","","","","","","","","2001","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56224","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","rangiferina","","","20239","1.00","0.00","EA","Cladina rangiferina ; Lichen specimen","","Peter Neitlich","8/15/2001","COM/EX","","","GUID:UAMb:Herb:56527; ALAAC#L24366; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946149","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/15/2001","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.57865/-163.57498","","","","","","","","","","","","","","","","","","","2001","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56225","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","nipponica","","189935","20252","1.00","0.00","EA","Cladonia nipponica ; Lichen specimen","","Peter Neitlich","8/15/2001","COM/EX","","","GUID:UAMb:Herb:56528; ALAAC#L24372; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946148","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/15/2001","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.51183/-163.38339","","","","","","","","","","","","","","","","","","","2001","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56226","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","subfurcata","","189976","20259","1.00","0.00","EA","Cladonia subfurcata ; Lichen specimen","","Peter Neitlich","8/15/2001","COM/EX","","","GUID:UAMb:Herb:56529; ALAAC#L24375; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946148","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/15/2001","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.51183/-163.38339","","","","","","","","","","","","","","","","","","","2001","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56227","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","subfurcata","","189976","20256","1.00","0.00","EA","Cladonia subfurcata ; Lichen specimen","","Peter Neitlich","8/15/2001","COM/EX","","","GUID:UAMb:Herb:56531; ALAAC#L24374; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946149","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/15/2001","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.57865/-163.57498","","","","","","","","","","","","","","","","","","","2001","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56228","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","sulphurina","","189982","20261","1.00","0.00","EA","Cladonia sulphurina ; Lichen specimen","","Peter Neitlich","8/15/2001","COM/EX","","","GUID:UAMb:Herb:56532; ALAAC#L24377; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946149","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/15/2001","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.57865/-163.57498","","","","","","","","","","","","","","","","","","","2001","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56229","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","stygia","","","20241","1.00","0.00","EA","Cladina stygia ; Lichen specimen","","Peter Neitlich","8/15/2001","COM/EX","","","GUID:UAMb:Herb:56533; ALAAC#L24367; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946149","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/15/2001","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.57865/-163.57498","","","","","","","","","","","","","","","","","","","2001","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56230","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","subfurcata","","189976","20255","1.00","0.00","EA","Cladonia subfurcata ; Lichen specimen","","Peter Neitlich","8/15/2001","COM/EX","","","GUID:UAMb:Herb:56534; ALAAC#L31037; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946149","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/15/2001","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.57865/-163.57498","","","","","","","","","","","","","","","","","","","2001","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56231","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Icmadophilaceae","Thamnolia","vermicularis","","192030","20276","1.00","0.00","EA","Thamnolia vermicularis ; Lichen specimen","","Peter Neitlich","8/15/2001","COM/EX","","","GUID:UAMb:Herb:56535; ALAAC#L30836; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946149","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/15/2001","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.57865/-163.57498","","","","","","","","","","","","","","","","","","","2001","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56232","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Cetraria","hepatizon","","190616","20226","1.00","0.00","EA","Cetraria hepatizon ; Lichen specimen","","Peter Neitlich","8/15/2001","COM/EX","","","GUID:UAMb:Herb:56536; ALAAC#L30890; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946148","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/15/2001","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.51183/-163.38339","","","","","","","","","","","","","","","","","","","2001","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56233","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","crispata","","189876","20248","1.00","0.00","EA","Cladonia crispata ; Lichen specimen","","Peter Neitlich","8/15/2001","COM/EX","","","GUID:UAMb:Herb:56537; ALAAC#L31035; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946149","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/15/2001","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.57865/-163.57498","","","","","","","","","","","","","","","","","","","2001","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56234","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Alectoria","nigricans","","","20221","1.00","0.00","EA","Alectoria nigricans ; Lichen specimen","","Peter Neitlich","8/21/2001","COM/EX","","","GUID:UAMb:Herb:56538; ALAAC#L24355; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946162","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/21/2001","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.86076/-164.74413","","","","","","","","","","","","","","","","","","Originally Family Alectoriaceae but that is not accepted by ITIS","2001","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56235","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Bryocaulon","divergens","","190567","20220","1.00","0.00","EA","Bryocaulon divergens ; Lichen specimen","","Peter Neitlich","8/21/2001","COM/EX","","","GUID:UAMb:Herb:56539; ALAAC#L24354; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946162","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/21/2001","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.86076/-164.74413","","","","","","","","","","","","","","","","","","","2001","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56236","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Pseudephebe","minuscula","","190733","20270","1.00","0.00","EA","Pseudephebe minuscula ; Lichen specimen","","Peter Neitlich","8/21/2001","COM/EX","","","GUID:UAMb:Herb:56540; ALAAC#L24383; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946163","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/21/2001","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.85083/-164.53951","","","","","","","","","","","","","","","","","","","2001","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56237","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Icmadophilaceae","Thamnolia","vermicularis","","192030","20275","1.00","0.00","EA","Thamnolia vermicularis ; Lichen specimen","","Peter Neitlich","8/21/2001","COM/EX","","","GUID:UAMb:Herb:56541; ALAAC#L24388; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946163","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/21/2001","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.85083/-164.53951","","","","","","","","","","","","","","","","","","","2001","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56238","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Icmadophilaceae","Thamnolia","subuliformis","","192029","20274","1.00","0.00","EA","Thamnolia subuliformis ; Lichen specimen","","Peter Neitlich","8/21/2001","COM/EX","","","GUID:UAMb:Herb:56542; ALAAC#L24387; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946163","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/21/2001","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.85083/-164.53951","","","","","","","","","","","","","","","","","","","2001","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56239","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","arbuscula","","","20233","1.00","0.00","EA","Cladina arbuscula ; Lichen specimen","","Peter Neitlich","8/21/2001","COM/EX","","","GUID:UAMb:Herb:56543; ALAAC#L24361; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946162","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/21/2001","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.86076/-164.74413","","","","","","","","","","","","","","","","","","","2001","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56240","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","rangiferina","","","20234","1.00","0.00","EA","Cladina rangiferina ; Lichen specimen","","Peter Neitlich","8/21/2001","COM/EX","","","GUID:UAMb:Herb:56544; ALAAC#L24362; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946162","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/21/2001","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.86076/-164.74413","","","","","","","","","","","","","","","","","","","2001","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56241","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","deformis","","189886","20250","1.00","0.00","EA","Cladonia deformis ; Lichen specimen","","Peter Neitlich","8/21/2001","COM/EX","","","GUID:UAMb:Herb:56545; ALAAC#L24371; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946164","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/21/2001","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.88912/-164.84509","","","","","","","","","","","","","","","","","","","2001","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
